"snapshot-date","sku","fnsku","asin","product-name","condition","available","pending-removal-quantity","inv-age-0-to-90-days","inv-age-91-to-180-days","inv-age-181-to-270-days","inv-age-271-to-365-days","inv-age-365-plus-days","currency","qty-to-be-charged-ltsf-6-mo","projected-ltsf-6-mo","qty-to-be-charged-ltsf-12-mo","estimated-ltsf-next-charge","units-shipped-t7","units-shipped-t30","units-shipped-t60","units-shipped-t90","alert","your-price","sales-price","lowest-price-new-plus-shipping","lowest-price-used","recommended-action","sell-through","item-volume","volume-unit-measurement","storage-type","storage-volume","marketplace","product-group","sales-rank","days-of-supply","estimated-excess-quantity","weeks-of-cover-t30","weeks-of-cover-t90","featuredoffer-price","sales-shipped-last-7-days","sales-shipped-last-30-days","sales-shipped-last-60-days","sales-shipped-last-90-days","inv-age-0-to-30-days","inv-age-31-to-60-days","inv-age-61-to-90-days","inv-age-181-to-330-days","inv-age-331-to-365-days","estimated-storage-cost-next-month","inbound-quantity","inbound-working","inbound-shipped","inbound-received","Total Reserved Quantity","unfulfillable-quantity","weeks-of-cover","weeks-of-cover-estimated-excess-quantity","recommended-order-quantity","recommended-order-date","restock-plus-seller-eligible","restock-plus-seller-opted","restock-plus-suggested-weeks-of-cover","restock-plus-storage-incentives","restock-plus-total-incentives","proposed-restock-plus-cover-start-date","proposed-restock-plus-cover-end-date","Inventory age snapshot date","Inventory Supply at FBA","Reserved FC Transfer","Reserved FC Processing","Reserved Customer Order","Total Days of Supply (including units from open shipments)"
"2026-06-03","ARHA07G002286","X002AQAIWZ","B08YNP9YC2","Toseky Large Lunch Tote Bag - Cute Duck Cartoon Pattern Lunch Tote Bag,Wear-Resistant Lunchbox Bag with Smooth Zipper for Students Offices Workers","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","285.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","HKTO 0002","X001U58N3D","B09232F1T8","Leakproof Sprayer For Oils, 300ml","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","70.9","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","SSWS001","X00231JMJH","B08662Q2HY","DAYONG Mist Spray Water Bottle 600ml Portable Sport Water Bottle Anti-Leak Drinking Cup (Black)","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","86.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","10ARHA07G005738","X0028LJRBZ","B0DDL7TYX2","DE LUJO D LOGO Air Fryer Paper Plate - Square 100 Pieces - Size 16, Waterproof, Oil-proof, Leakproof, Non-Stick","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","127.7","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","BTMEE0001","X0024HFMAN","B08YNSD7RC","Convenient and practical Eyelash Curler Portable Travel Eye Lashes Clip Professional Stainless Steel Eyelash Curler for Women Girl Random Color","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_beauty","","","0","","","58.5","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARKS139G004876","X002BXTGCZ","B0CGXT36DZ","Bnana Lunch Box 1.5 Liter Two Layers with Dividers (Red)","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","185.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","HSCU004","X0023DT8B7","B09H41SCXM","GARPROVM Pack of 4 90L Large Storage Bags, Foldable Underbed Clothes Storage, Storage with Reinforced Handle, Underbed Storage Bags for Duvets, Clothes, Blankets, Quilts, Grey","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","169.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","B08L3CX89J","X002C0HJLH","B08L3CX89J","EKNITEY Spice Rack Organizer for Countertop, 2 Tier Bathroom Shelf, Desktop Makeup Organizer, Small Storage Rack for Kitchen, Bath Room, Bedroom and Office (Black)","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","260.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARCS041G006402","X002CC7PRX","B0BYLHT6LB","DOBARIYA EMPIRE Double Sided Tape for Clothes Fashion Dressing Tape/Invisible Double-sided Body Tape, Clothing Bra Strip, Bikini Tape for Women, Body Clothing Stickers (36 Pack)","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_biss","","","0","","","63.49","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","DKKTDSSP002","X001Q5AFUV","B086VBX7VL","WILLBOND 2 Sets Ramadan Wood Tray Moon Wooden Star Tableware Eid Mubarak Party Serving Tableware for Breakfast Dinner Dessert Pastry Display Holder Decoration Ornament","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","135.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","05ARHA07G003011","X0028LJSSH","B092DZLQWY","Mop and broom holder and garden tool organizer, wall mounted 4 ball slots with 5 hooks storage rack","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","142.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","DHHPSAA002","X001OLRQYF","B09JWTN4NX","Image Group k93 glass ashtray 1pc","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","CreateShippingPlan","-1.0","","","","","EG","gl_home","","0","0","","","35.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","","0"
"2026-06-03","B09L6M27P6","X002C0HJKD","B09L6M27P6","Hijabaaya Oud Al Khanger Incense of Bakhoor/Sticks perfume - 50g - Best Burning Fragrance…","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","500.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","15ARHS034G002950","X002CHCD9N","B07RDKCGSK","LETMY Broom Holder Wall Mounted - Mop and Broom Holder - Garage Storage Rack&Garden Tool Organizer - 5 Position 6 Hooks for Home, Kitchen, Garden, Tools, Garage Organizing","New","1","0","1","0","0","0","0","EGP","0","0.0","0","0.0","0","0","0","0","Low conversion","219.57","0.0","169.99","0.0","NoRestockExcessActionRequired","0.0","0.002509","cubic meter","Standard","0.002509","EG","gl_outdoors","","166","0","","","169.99","0.0","0.0","0.0","0.0","1","0","0","0","0","","0","0","0","0","0","0","23.714285714285715","0","20","10/28/2026","false","","","0.0","0.0","","","2026-05-27","1","0","0","0","166"
"2026-06-03","DHKDDAH004","X001RAGBUD","B0C1TDVRY8","Ramadan Decoration, Multi Color","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","DHKCRS016","X001TD73TV","B08NXTBQ16","Goeielewe Plastic Lazy Susan Organizer Turntable Round 9-Inch Rotating Storage Organizer Tray with Handles for Kitchen Cabinets, Pantry, Countertops, Bathroom Vanity (Beige)","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","96.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","B0BXXBTNNK","X002C0HLGP","B0BXXBTNNK","WABOOC Dough Rolling Pin, Wooden Roller Kitchen Utensilsdough, Baker Roller for Home Kitchen Baking Cooking, Bread, Cookies, Pizza, Pastries","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","177.76","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","03ARHA07G004668","X0028LJJE5","B097LLVHM5","Stainless Steel Olive Oil Sprayer Kitchen Oil Spray Bottle Pump Leak-proof Drops Oil Dispenser BBQ Cooking Tools","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","39.17","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARHA07G004665","X0028LKO2B","B09NKRWXPC","Extshetra Oil Sprayer, 200ml Olive Oil Sprayer Mister, Clear Glass, Precise Oil Flow Control, Lightweight, Leak Proof, BPA Free, Kitchen Gadget for Cooking, Baking, Frying, BBQ","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","55.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARHA02G006239","X0028LE5LH","B08Y8XQM4L","Plastic blanket laundry pegs set, 4 pieces - multi color","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","45.14","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","DHKHVB004","X001OBDO7D","B071VCBFN3","Aremazing 2-in-1 Multipurpose Detachable Window Door Track Groove Corner Keyboard Slot Cleaning Brush with Dustpan One Set (Black + White)","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","02ARHA02G002490","X0028LLKD3","B082MSV1PB","""Z"" Shape Shoe Rack Organizer Shoe Tower Stackable Entryway Cabinet Storage Shelving Unit with 4 Tier Durable Stainless Steel Assorted","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_furniture","","","0","","","150.7","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","02ARKS138G003415","X002BXVBD7","B08Y8Z75CM","Max Plast Lamsa Water Bottle - Assorted colors, 1,5 Liters","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","42.16","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARSS034G00613","X002BECI8X","B091D6YG26","Portal Generic Digital Tally Counter Adjustable Ring, Assorted colors","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","28.68","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARHA07G005739","X0028LLFFL","B0B3S8Y8SM","YEPATER Air Fryer Basket for Oven, 12.8“ x 9.6“ Stainless Steel Crisper Tray and Pan with 30 PCS Parchment Paper, Deluxe Air Fry in Your Oven, 2-Piece Set, Baking Pan Perfect for The Grill","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","647.75","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","03ARKS135G002533","X002C23ZEP","B08CDJRBXF","Manual Chopper (Push Style Manual Chopper)","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","220.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARHA07G0062","X0028LE4FT","B091J5RL9G","Aluminium Multi-functional Kitchen Storage Holder, Wall Mounted Single Layer Shelf","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","485.99","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARHA04G006133","X0028LEVSJ","B08SK1FKB9","Washer Balls Reusable Laundry Balls for Washing Machine,Solid Tangle-Free Scrubbing Balls,Eco-Friendly Wash Balls Fabric Softener Alternative Dryer Ball,Lint Catcher for Cleaning/Anti-Winding (3 PCS)","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_electronics","","","0","","","45.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","02ARHA02G002406","X0028LMSUH","B091BNQDJW","Portable Electronic Travel Luggage Scale","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_biss","","","0","","","154.99","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARHS034G004947","X002C1TH61","B0BN6B79VK","Mintra Water Bottle 500ml Mauve with Straw Cap Purple + Fuschia","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","170.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","DHKBBAHD001","X001ORW0JP","B08Y8YGF8T","Winner Plast Plastic Soap Holder With Lid From Winner Plast - Multi Color","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","17.1","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","BTMEE003","X002BWUJTZ","B08YNLYJMN","Women's Portable Travel Professional Stainless Steel Eyelash Curler","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_beauty","","","0","","","60.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","THBR 0004","X001THID6J","B09WNDGH6Q","Home Gallery wall hooks 47x5.5","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","29.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","HKPSAF0099","X002AFOVKV","B0C5MQB14X","Fousenuk Silicone Mould for Hot Air Fryer, Reusable Air Fryer Silicone Pot, Silicone Insert Square, Silicone Baking Paper, Airfryer Accessories for Oven, Microwave Cake Baking Mould, Steamer","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","90.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARHA07G0063","X0028LJI4V","B08ZNSRBWR","Moka Pot/Stove-top Espresso Maker 1 cups","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","299.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","03ARHS034G002353","X002C20A8T","B077JH8156","BulbHead Egg Sitter Seat Cushion with Non-Slip Cover, Breathable Honeycomb Design Absorbs Pressure Points","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_office_product","","","0","","","220.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","TW-N0UO-GFBW","X002I9KNCT","B0D94SBBTL","Kaber Egypt 2020 - Steering Wheel Cover and Cover Silicone Rubber Flexible Rubber Cover, Anti-Slip, Soft and Comfortable Touch, Suitable for All Cars - Black","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_automotive","","","0","","","161.91","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARHA07G005754","X0028LLFKV","B09YN8GPJL","MooManGoo Air Fryer Disposable Liners, 200 mm x 45 mm, 100 Pieces","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","175.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARHA07G0059","X0028LKF43","B09J198VL9","Alcatel - Kettle - Electric Silicone - Foldable","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","495.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","02ARHA02G00526","X0028LN45P","B0922Y57SZ","Bathlux Multilayer Telescopic Bathroom Corner Shelf","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","388.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","02AREA02G001673","X0028LK4ZN","B093FZF1VX","Led stage light magic ball dj party disco effect bulb lamp","","0","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","Standard","","EG","gl_home","","","0","","","58.0","","","","","","","","0","","","0","0","0","0","0","0","0.0","0","","","false","","","","","","","","0","0","0","0",""
"2026-06-03","ARKS138G002048","X002B8RXPH","B09N9NFY24","Generic Non-stick silicone spatula for cooking, random color","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","46.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","FSWSS 0006","X001TCV1SV","B087PC5XB4","6 Pcs Lazy Shoe Helper Portable Sock Slider - Handled Shoe Horn - Shoe Lifting Helper Easy on Easy Off, Plastic Shoehorn for Men, Women","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_furniture","","","0","","","130.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","DBTASCTFS001","X001ORZ23B","B097QM7SZX","Rechargeable nano electronic ventilator, Small, Assorted Colors (packaging may vary )","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","150.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","EMCAC0003","X001O3YKAV","B089B47RL7","DRAGON SLAY Folding Desktop Stand Holder for Mobile Phones and Tablets up to 11”, Adjustable Height and Angle for Video Calls, Study, Gaming (Blue Black)","","0","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","Standard","","EG","gl_electronics","","","0","","","86.95","","","","","","","","0","","","0","0","0","0","0","0","0.0","0","","","false","","","","","","","","0","0","0","0",""
"2026-06-03","03ARHA07G002284","X0028LN4Q9","B08ZCK7MT7","Punch-Free Automatic Sensor Door Closer Multifunctional Automatic Door Closer Drawstring Closer Door Residential Commercial with Automatically Close for All Internal Home Outdoor Iron Door (2 PCS)","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","190.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","MAGPG001","X002E190BV","B0FNWPV3S4","Magic Sponge Multi-Purpose Melamine Eraser To Clean & Polish Walls, Shoes & Surfaces. Removes Tough Stains & Grease with Just Water. Practical, Eco-Friendly & Easy-to-Use Durable Scrubber - 1 Pice","New","65","0","21","0","1","45","0","EGP","0","0.0","0","0.0","0","3","3","4","Low traffic","44.12","0.0","44.12","0.0","Advertise listing","0.07","3.18E-4","cubic meter","Standard","0.020661","EG","gl_kitchen","","366","0","86","211","44.12","0.0","132.36","132.36","186.61","21","0","0","46","0","","0","0","0","0","0","0","52.0","62","0","","false","","","0.0","0.0","","","2026-05-27","65","0","0","0","366"
"2026-06-03","ARHA04G002307","X0028LEU1H","B09JS5HKVJ","QING PU2021 Crystal Lamp,16 Color Changing RGB Touch Lamp,Rechargeable Diamond Table Lamp for Bedroom Living Room,Party Dinner Decor Creative Lights.","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","295.2","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","DKHCSFSSJ003","X001OUNHFX","B07PZXZQCX","NYAL ENTERPRISE NYAL's Cereal Rice Pasta Grains Plastic Dispenser Storage Box with Lid, 2500ml(Multicolour, 15X9X22cm) - Set of 3","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","199.99","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","DHKKTGO001","X001OMY8V3","B0951T6C26","Hyperzacc Oil Sprayer, 180ml Olive Oil Dispenser Bottle, Blue, Glass, BPA Free, Modern, Reusable, 6.1oz, Cooking, Baking, Roasting, Frying, Salad Making, Cleaning Surfaces, Watering Plants","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","73.1","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARSTA01D654841","X0028LMU37","B093G58R4H","Prima ballpoint pen nova blue pack of 10 pens","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_office_product","","","0","","","61.34","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARRA01G006232","X0028LJRGZ","B0922ZQF1D","Generic Ramadan Metal Lantern - Black, 22cm","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","118.12","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","B072FN6ZNP","X002C0PDJ7","B072FN6ZNP","AMIR Digital Kitchen Scale, 500g/0.01g Mini Pocket Jewelry Scale, Cooking Food Scale with Backlit LCD Display, 2 Trays, 6 Units, Auto Off, Tare, PCS Function, Stainless Steel, Battery Included, Black","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_biss","","","0","","","3000.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","07ARHA07G001337","X0028LEVDJ","B098TWMRYH","REBUNE 450W Coal Burner","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_outdoors","","","0","","","300.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","DHHCCJ08","X001TQUZUR","B092LV1G2V","Hygge & Cwtch Bubble Candle | Handmade Soy Cube Candles Danish Pastel Room Decor Aesthetic Scented Aromatherapy Cute Shaped Decorations (Wild Bluebell, 1-Pack)","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","99.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","DHKKTGKS006","X001OQFYX5","B091J659V4","ieLive Bavarian Edge Kitchen Knife Sharpener, Beveled and Standard Blades, Triple-Action Austrian Tungsten Carbide Sharpens, Hones, Polishes Serrated","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","43.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","01ARHA02G003017","X0028LKZW5","B08L18ZRRQ","SKY-TOUCH 5 Gallon Water Bottle Pump, USB Charging Portable Electric Water Pump for for for 2-5 Gallon Jugs USB Charging Portable Water Dispenser for Office, Home, Camping, Kitchen and etc. Black","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","108.5","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","ARHKF275936","X0029OKT3V","B009F5WVF8","Ariete AR2874 Electric Kettle Lipton from Ariete-2874, 2200 W, Silver","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_kitchen","","","0","","","1699.0","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
"2026-06-03","0I-MJP1-NYDD","X002FA0THP","B0FVT6FTF2","Elegant Clear Acrylic Serving Tray with Textured Design – Perfect for Parties, Buffets & Home Decor (Rectangular with decorative edges)","","","-1","","","","","","EGP","","","","","","","","","","0.0","0.0","0.0","0.0","NoRestockExcessActionRequired","-1.0","","","","","EG","gl_home","","","0","","","","","","","","","","","0","","","0","","","","0","","0.0","0","","","false","","","","","","","","0","","0","",""
